subj_age_group,stop_resolution,weapon,off_gender,off_race,subj_perceived_race,subj_perceived_gender,call_type,frisk_flag,beat,date,off_age
1 - 17,0,None,1,White,Black or African American,0,0,1,U,2016,34
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Hispanic,0,1,0,F,2016,34
1 - 17,0,None,0,White,Black or African American,0,1,0,U,2016,32
1 - 17,0,Firearm,0,White,White,1,0,1,F,2016,33
1 - 17,0,None,0,White,Black or African American,0,1,0,C,2016,50
1 - 17,0,None,0,White,White,0,1,0,C,2016,50
1 - 17,0,None,0,White,White,0,1,0,C,2016,46
1 - 17,0,None,1,White,Black or African American,0,None,1,G,2016,32
1 - 17,0,None,0,White,Black or African American,1,1,0,S,2016,25
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Hispanic,0,1,0,F,2016,34
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Hispanic,0,1,0,F,2016,34
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Hispanic,0,1,0,F,2016,34
1 - 17,1,None,0,White,Black or African American,0,1,0,S,2016,33
1 - 17,1,None,0,White,Black or African American,1,0,0,R,2016,34
1 - 17,0,None,0,White,Black or African American,0,0,0,B,2016,40
1 - 17,1,None,0,White,Black or African American,0,0,1,L,2016,33
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Black or African American,1,0,0,F,2016,34
1 - 17,0,None,0,White,Multi-Racial,0,1,0,W,2016,34
1 - 17,1,None,1,White,Black or African American,0,0,0,E,2016,32
1 - 17,0,None,0,White,Black or African American,1,0,0,W,2016,38
1 - 17,1,Blade,0,White,Black or African American,0,0,1,M,2016,55
1 - 17,1,None,0,White,Black or African American,1,None,1,S,2016,35
1 - 17,0,None,0,White,White,1,0,0,B,2016,40
1 - 17,0,None,0,White,White,1,0,0,U,2016,33
1 - 17,0,Blade,0,White,Black or African American,0,0,1,R,2016,26
1 - 17,0,None,0,White,Black or African American,0,0,0,R,2016,26
1 - 17,0,None,0,White,Multi-Racial,0,1,0,W,2016,34
1 - 17,0,None,0,White,Black or African American,0,1,0,W,2016,25
1 - 17,0,None,0,White,White,0,0,0,B,2016,38
1 - 17,0,None,0,White,White,0,0,0,B,2016,38
1 - 17,0,None,0,White,White,0,0,0,B,2016,38
1 - 17,1,None,1,White,Black or African American,0,0,1,E,2016,32
1 - 17,1,None,0,White,American Indian or Alaska Native,0,0,0,F,2016,33
1 - 17,0,None,0,White,White,0,1,0,C,2016,50
1 - 17,1,None,1,Two or More Races,Black or African American,0,0,1,S,2016,27
1 - 17,0,None,0,White,Black or African American,0,0,1,S,2016,35
1 - 17,0,None,0,White,Black or African American,0,0,1,S,2016,32
1 - 17,1,None,1,Black or African American,Black or African American,0,0,1,S,2016,25
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Hispanic,0,1,0,F,2016,34
1 - 17,0,None,0,White,Black or African American,1,0,0,L,2016,33
1 - 17,0,None,0,White,Black or African American,0,0,0,R,2016,26
1 - 17,0,None,0,White,White,0,0,0,B,2016,38
1 - 17,0,None,1,White,White,0,1,0,W,2016,23
1 - 17,1,None,1,White,Black or African American,0,0,1,E,2016,32
1 - 17,1,None,0,White,Black or African American,0,0,0,R,2016,45
1 - 17,0,None,0,White,Black or African American,1,0,0,W,2016,38
1 - 17,1,None,0,White,Hispanic,0,None,0,N,2016,54
1 - 17,1,None,0,White,Black or African American,0,None,1,G,2016,41
1 - 17,0,None,1,White,Black or African American,1,0,0,G,2016,32
1 - 17,0,None,0,White,Black or African American,0,0,0,B,2016,38
1 - 17,0,None,0,White,Multi-Racial,0,0,0,R,2016,29
1 - 17,0,None,0,White,Black or African American,0,0,0,M,2016,41
1 - 17,0,None,1,White,White,0,0,0,E,2016,26
1 - 17,0,None,0,Asian,White,1,0,0,M,2016,30
1 - 17,0,None,0,White,Black or African American,0,0,0,J,2016,29
1 - 17,0,None,0,White,Black or African American,0,0,0,J,2016,29
1 - 17,0,None,0,White,Black or African American,0,0,0,J,2016,29
1 - 17,0,None,0,White,Black or African American,0,0,0,J,2016,29
1 - 17,0,None,0,Two or More Races,White,0,0,1,N,2016,26
1 - 17,0,None,0,White,Black or African American,0,0,1,R,2016,45
1 - 17,1,None,0,White,Black or African American,1,0,0,G,2016,24
1 - 17,0,None,0,White,Black or African American,0,None,0,R,2016,32
1 - 17,0,None,0,White,Black or African American,0,None,0,R,2016,32
1 - 17,0,None,0,White,Black or African American,0,0,0,M,2016,41
1 - 17,1,Blade,0,White,Black or African American,1,0,1,M,2016,55
1 - 17,0,None,1,White,Black or African American,1,0,0,G,2016,32
1 - 17,1,None,1,White,White,0,0,0,M,2016,27
1 - 17,0,None,0,White,Black or African American,0,None,0,R,2016,32
1 - 17,0,None,0,White,Black or African American,0,None,0,R,2016,32
1 - 17,0,None,0,White,Black or African American,1,1,0,S,2016,30
1 - 17,0,None,0,White,Black or African American,1,1,0,S,2016,30
1 - 17,0,None,0,White,Black or African American,0,0,0,N,2016,34
1 - 17,0,None,0,White,Black or African American,0,0,0,N,2016,34
1 - 17,1,None,0,Asian,White,0,1,0,S,2016,44
1 - 17,0,None,0,Black or African American,Black or African American,0,0,0,U,2016,32
1 - 17,0,None,0,White,Black or African American,0,1,0,S,2016,30
1 - 17,0,None,0,White,Multi-Racial,0,0,0,S,2016,45
46 - 55,0,None,0,White,Black or African American,0,0,0,N,2015,51
1 - 17,0,None,0,White,Black or African American,1,1,0,E,2016,35
1 - 17,0,None,0,White,White,1,0,0,J,2016,34
1 - 17,1,None,0,White,Black or African American,0,1,0,R,2016,24
1 - 17,0,None,0,White,Black or African American,1,0,1,R,2016,26
1 - 17,0,None,0,Black or African American,Black or African American,0,0,0,U,2016,32
1 - 17,0,None,0,White,Black or African American,0,1,0,G,2016,29
1 - 17,1,Blade,0,White,White,0,None,1,B,2016,36
1 - 17,0,None,0,White,Black or African American,0,1,0,S,2016,30
1 - 17,0,None,0,White,White,0,1,1,R,2016,35
1 - 17,0,None,0,Black or African American,Black or African American,0,1,0,R,2016,43
1 - 17,0,None,0,White,Black or African American,0,0,1,R,2016,26
1 - 17,0,None,0,Black or African American,Black or African American,0,0,1,U,2016,32
1 - 17,0,None,0,White,Black or African American,0,1,0,G,2016,29
1 - 17,1,None,0,White,Black or African American,1,0,1,F,2016,37
1 - 17,0,None,0,White,Black or African American,1,0,0,R,2016,38
1 - 17,0,None,0,White,Black or African American,0,0,0,R,2016,38
1 - 17,0,None,0,White,Black or African American,1,0,0,G,2016,24
1 - 17,1,None,0,White,Black or African American,1,0,0,F,2016,33
1 - 17,0,None,0,White,Black or African American,1,0,0,F,2016,33
1 - 17,0,None,0,White,Black or African American,0,0,1,L,2016,38
1 - 17,0,None,1,White,White,1,0,1,F,2016,35
1 - 17,0,None,1,White,White,1,0,1,F,2016,35
1 - 17,0,None,1,White,White,1,0,1,F,2016,35
1 - 17,0,None,0,White,Black or African American,0,0,1,F,2016,33
1 - 17,0,None,0,White,White,0,1,0,C,2016,50
1 - 17,0,None,0,White,White,0,1,0,C,2016,46
1 - 17,1,None,0,White,White,1,0,1,Q,2016,30
1 - 17,1,None,0,White,Black or African American,0,0,0,S,2016,40
1 - 17,0,None,0,White,Hispanic,0,1,0,S,2016,25
1 - 17,0,None,0,White,Black or African American,1,1,0,S,2016,25
1 - 17,0,None,1,Two or More Races,Black or African American,0,0,0,R,2016,27
1 - 17,0,None,1,White,Black or African American,0,0,0,W,2016,43
1 - 17,1,None,0,White,Black or African American,1,0,0,R,2016,28
1 - 17,0,None,0,White,Multi-Racial,0,1,0,W,2016,34
1 - 17,0,None,0,White,Black or African American,0,1,0,L,2016,39
1 - 17,1,None,1,White,Black or African American,0,0,0,E,2016,32
1 - 17,0,None,0,White,Black or African American,0,0,1,L,2016,39
1 - 17,0,None,0,White,White,0,0,0,B,2016,54
1 - 17,0,None,0,White,Black or African American,0,0,0,R,2016,44
1 - 17,0,None,0,White,Black or African American,0,0,0,B,2016,38
1 - 17,0,None,0,White,Black or African American,0,0,0,B,2016,38
1 - 17,0,None,0,Black or African American,Black or African American,1,1,0,R,2016,43
1 - 17,0,None,0,Black or African American,Black or African American,0,0,0,U,2016,32
1 - 17,0,None,0,White,Black or African American,0,1,0,G,2016,29
1 - 17,0,None,0,White,Black or African American,0,0,0,R,2016,37
1 - 17,0,None,0,White,Black or African American,1,0,0,G,2016,24
1 - 17,0,None,0,White,Black or African American,1,0,0,G,2016,24
1 - 17,0,None,0,White,Black or African American,1,0,0,G,2016,24
1 - 17,0,None,0,White,Black or African American,0,0,0,C,2016,30
1 - 17,0,None,0,White,Black or African American,0,0,0,C,2016,33
1 - 17,1,None,0,White,Black or African American,1,1,0,S,2016,33
1 - 17,0,None,0,Asian,White,0,0,1,N,2016,52
1 - 17,0,None,0,White,Black or African American,0,0,0,J,2016,32
1 - 17,0,None,1,White,Black or African American,0,0,0,L,2016,49
1 - 17,0,None,0,White,Black or African American,0,0,0,G,2016,29
1 - 17,1,None,0,White,Black or African American,0,1,0,S,2016,33
1 - 17,0,None,0,White,Black or African American,1,0,0,F,2016,27
1 - 17,0,None,0,White,White,0,0,1,N,2016,28
1 - 17,0,None,0,White,American Indian or Alaska Native,1,0,0,F,2016,33
1 - 17,0,None,0,Black or African American,Black or African American,0,0,0,L,2016,46
1 - 17,0,None,0,White,White,0,0,0,W,2016,58
1 - 17,1,None,0,White,Black or African American,0,0,1,L,2016,38
1 - 17,1,None,0,Two or More Races,Black or African American,0,0,0,B,2016,26
1 - 17,0,None,1,White,Black or African American,0,0,0,M,2016,44
1 - 17,0,None,0,Two or More Races,White,0,0,0,B,2016,26
1 - 17,0,None,0,White,Black or African American,0,1,0,G,2016,29
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,White,0,0,1,J,2016,41
1 - 17,0,None,0,White,White,1,0,0,W,2016,38
1 - 17,0,None,0,White,Black or African American,0,0,1,R,2016,38
1 - 17,0,None,0,White,White,1,1,0,U,2016,42
1 - 17,0,None,0,White,White,0,0,0,F,2016,27
1 - 17,1,Firearm,0,White,Black or African American,0,0,1,S,2016,37
1 - 17,0,None,0,White,Black or African American,0,0,0,D,2016,27
1 - 17,0,None,0,White,Black or African American,0,0,1,C,2016,29
1 - 17,0,None,0,White,Hispanic,0,0,0,C,2016,33
1 - 17,0,None,0,White,Black or African American,0,0,0,C,2016,33
1 - 17,1,None,0,White,White,1,0,0,E,2016,29
1 - 17,0,None,0,White,Black or African American,0,None,0,D,2017,29
1 - 17,0,None,1,White,White,1,None,0,R,2017,46
1 - 17,0,None,0,White,Black or African American,1,None,0,F,2016,54
1 - 17,0,None,0,Black or African American,White,0,0,1,N,2016,32
1 - 17,0,None,0,Two or More Races,White,1,0,0,B,2016,26
1 - 17,0,None,0,White,White,0,None,0,D,2017,56
1 - 17,0,None,0,White,Black or African American,0,None,0,M,2017,47
1 - 17,0,None,0,White,Black or African American,0,None,0,M,2017,47
1 - 17,0,None,0,White,White,0,None,0,R,2017,35
1 - 17,0,None,0,White,White,1,None,0,R,2017,35
1 - 17,0,None,0,White,Black or African American,0,None,0,M,2017,47
1 - 17,1,None,0,Asian,White,0,0,1,Q,2017,30
1 - 17,0,None,0,White,White,0,0,0,L,2017,32
1 - 17,0,None,0,Asian,White,0,0,1,N,2017,33
1 - 17,1,None,0,White,White,0,0,1,J,2017,35
1 - 17,1,None,0,Hispanic or Latino,Black or African American,1,0,0,R,2017,30
1 - 17,1,None,0,White,Black or African American,0,0,1,S,2017,29
1 - 17,1,None,0,White,Black or African American,0,0,1,S,2017,29
1 - 17,0,None,0,White,Black or African American,0,0,0,R,2017,46
1 - 17,1,None,0,White,Black or African American,0,None,1,R,2017,35
1 - 17,0,None,0,White,Black or African American,1,1,0,J,2017,28
1 - 17,1,None,0,White,Black or African American,0,0,1,S,2017,29
1 - 17,0,None,0,White,Black or African American,0,0,1,S,2017,29
1 - 17,0,None,0,White,Black or African American,0,0,1,L,2017,32
1 - 17,0,None,0,Two or More Races,Black or African American,0,0,0,L,2017,30
1 - 17,0,None,0,White,White,0,0,0,W,2017,35
1 - 17,0,None,0,White,Black or African American,0,0,0,S,2017,31
1 - 17,0,None,0,White,Black or African American,1,0,0,R,2016,37
1 - 17,1,None,0,White,Black or African American,0,0,0,S,2016,30
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Black or African American,1,0,0,F,2016,34
1 - 17,0,None,0,White,Black or African American,0,0,1,G,2016,24
1 - 17,0,None,0,Asian,White,0,0,0,E,2016,27
1 - 17,0,None,0,White,Black or African American,0,0,1,C,2016,29
1 - 17,1,None,0,White,White,0,0,0,J,2016,32
1 - 17,0,None,0,White,White,1,None,0,R,2017,35
1 - 17,0,None,0,White,Black or African American,0,None,0,M,2017,47
1 - 17,0,None,1,White,Black or African American,0,None,0,E,2017,58
1 - 17,0,None,0,White,Black or African American,1,None,0,J,2017,29
1 - 17,0,None,0,White,Black or African American,1,None,0,J,2017,29
1 - 17,0,None,1,White,Black or African American,0,1,0,G,2017,37
1 - 17,0,None,1,White,Black or African American,1,1,0,G,2017,37
1 - 17,0,None,0,White,White,0,0,0,L,2017,32
1 - 17,0,None,0,Asian,White,0,0,0,N,2017,33
1 - 17,0,None,0,White,White,0,1,0,J,2017,28
1 - 17,0,None,0,White,Hispanic,1,1,1,99,2017,26
1 - 17,1,None,0,White,Black or African American,0,0,1,S,2017,31
1 - 17,0,None,0,White,White,0,0,0,R,2017,46
1 - 17,0,None,0,White,Black or African American,0,0,1,R,2017,46
1 - 17,0,None,0,White,Hispanic,1,1,1,99,2017,26
1 - 17,0,None,0,White,Black or African American,0,0,0,L,2017,27
1 - 17,0,None,0,Hispanic or Latino,Black or African American,0,0,1,L,2017,30
1 - 17,0,None,0,White,White,0,1,0,W,2017,44
1 - 17,1,None,0,White,Black or African American,1,None,0,D,2017,39
1 - 17,0,None,0,Hispanic or Latino,Black or African American,0,0,0,F,2017,32
1 - 17,0,None,0,Hispanic or Latino,White,0,0,0,F,2017,32
1 - 17,0,None,0,White,Black or African American,0,0,0,U,2017,31
1 - 17,1,None,0,White,Black or African American,0,0,1,R,2017,29
1 - 17,0,None,0,White,Black or African American,0,0,0,N,2017,50
1 - 17,0,None,0,White,Black or African American,0,0,1,S,2017,29
1 - 17,0,None,0,Hispanic or Latino,White,1,0,0,F,2017,32
1 - 17,0,None,0,Hispanic or Latino,Black or African American,0,0,0,F,2017,32
1 - 17,0,None,0,Hispanic or Latino,White,0,0,0,F,2017,32
1 - 17,1,None,0,White,Black or African American,0,0,1,R,2017,27
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,43
1 - 17,1,None,1,White,Black or African American,0,1,1,S,2017,25
1 - 17,1,None,0,Hispanic or Latino,Black or African American,0,1,1,S,2017,51
1 - 17,1,None,0,White,Black or African American,0,0,0,S,2017,24
1 - 17,0,None,0,White,Black or African American,0,0,1,L,2017,50
1 - 17,0,None,0,White,Hispanic,0,0,0,F,2017,31
1 - 17,1,None,0,White,Hispanic,0,1,1,M,2017,32
1 - 17,0,None,0,White,White,1,0,0,J,2017,24
1 - 17,0,None,0,White,White,0,0,0,J,2017,24
1 - 17,0,None,0,White,American Indian or Alaska Native,0,0,1,W,2017,30
1 - 17,0,None,0,White,White,0,0,0,N,2017,39
1 - 17,0,None,0,White,Black or African American,0,1,1,S,2017,24
46 - 55,0,None,0,White,Asian,0,None,0,G,2016,31
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,26
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,43
1 - 17,0,None,0,White,Black or African American,0,0,1,W,2017,43
1 - 17,0,None,0,White,Black or African American,0,0,1,L,2017,50
1 - 17,1,None,0,White,Black or African American,0,0,0,G,2017,34
1 - 17,0,None,0,White,Hispanic,0,0,0,F,2017,31
1 - 17,0,None,0,White,Black or African American,0,1,1,C,2017,25
1 - 17,0,None,0,White,Black or African American,0,1,0,S,2017,36
1 - 17,0,None,0,White,American Indian or Alaska Native,0,0,1,W,2017,30
1 - 17,0,None,0,White,Multi-Racial,0,0,1,W,2017,30
1 - 17,0,None,0,White,Black or African American,1,1,1,S,2017,24
1 - 17,1,None,1,White,White,0,0,1,N,2017,26
1 - 17,1,None,0,White,White,0,0,0,W,2017,35
1 - 17,0,None,0,White,White,0,0,0,W,2017,35
1 - 17,0,None,0,White,White,0,0,0,W,2017,35
1 - 17,0,None,0,White,Black or African American,1,1,0,N,2017,50
1 - 17,1,None,0,White,Black or African American,0,None,1,R,2017,34
1 - 17,0,None,0,White,Black or African American,0,0,1,R,2017,41
1 - 17,1,None,0,White,Black or African American,0,None,0,W,2017,34
1 - 17,1,None,0,White,Black or African American,0,None,0,W,2017,34
1 - 17,0,None,0,White,White,0,0,0,N,2017,25
1 - 17,1,None,0,White,White,1,None,1,C,2017,29
1 - 17,0,None,0,White,Black or African American,0,0,0,L,2017,32
1 - 17,1,None,0,White,Black or African American,0,0,0,J,2017,31
1 - 17,0,None,0,Asian,White,0,0,1,N,2017,33
1 - 17,0,None,0,White,Black or African American,0,0,0,L,2017,27
1 - 17,1,None,0,White,Black or African American,0,0,1,L,2017,27
1 - 17,1,None,0,White,Black or African American,0,None,0,E,2017,30
1 - 17,0,None,0,Two or More Races,Black or African American,0,0,0,L,2017,30
1 - 17,0,None,1,White,Black or African American,1,1,1,G,2017,37
1 - 17,0,None,0,White,White,0,1,0,W,2017,44
1 - 17,0,None,0,White,Black or African American,0,0,0,S,2017,31
1 - 17,0,None,0,White,Black or African American,0,1,0,J,2017,39
1 - 17,0,None,0,White,Black or African American,0,0,1,S,2017,26
1 - 17,0,None,0,White,Black or African American,0,0,0,S,2017,26
1 - 17,0,None,0,Hispanic or Latino,White,0,0,0,F,2017,32
1 - 17,0,None,0,White,White,0,0,0,U,2017,31
1 - 17,0,None,0,White,Black or African American,0,0,0,U,2017,31
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,43
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,43
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,Multi-Racial,1,0,1,F,2017,35
1 - 17,1,None,0,White,Hispanic,0,0,0,F,2017,23
1 - 17,0,None,0,White,White,0,0,0,J,2017,24
1 - 17,1,None,0,White,Black or African American,1,1,1,S,2017,24
1 - 17,0,None,0,White,White,0,0,1,W,2017,26
1 - 17,1,None,0,White,Black or African American,1,0,0,S,2017,34
1 - 17,0,None,0,White,Hispanic,0,0,1,L,2017,44
1 - 17,1,None,0,White,White,0,0,1,B,2017,29
1 - 17,0,None,0,White,Black or African American,0,1,1,W,2017,32
1 - 17,0,None,0,White,Black or African American,0,1,1,W,2017,32
1 - 17,1,None,0,White,White,0,0,0,N,2017,24
1 - 17,0,None,0,Hispanic or Latino,Black or African American,0,0,0,W,2017,29
1 - 17,0,None,0,Nat Hawaiian/Oth Pac Islander,American Indian or Alaska Native,0,1,1,R,2017,27
1 - 17,1,None,0,White,Hispanic,1,0,0,S,2017,34
1 - 17,0,None,0,White,Black or African American,0,0,0,F,2017,33
1 - 17,1,None,0,White,Black or African American,0,0,1,W,2017,32
1 - 17,0,None,0,White,Black or African American,1,0,0,K,2017,41
1 - 17,0,None,0,White,Black or African American,1,0,0,K,2017,41
1 - 17,0,None,1,White,Black or African American,1,0,0,K,2017,32
1 - 17,0,Blade,0,White,Black or African American,0,1,1,F,2017,32
1 - 17,0,None,0,White,Black or African American,0,0,1,L,2017,27
1 - 17,0,None,0,White,White,1,1,0,B,2017,25
1 - 17,0,None,0,White,Black or African American,0,1,1,W,2017,32
1 - 17,0,None,0,White,White,0,0,0,J,2017,24
1 - 17,0,None,0,White,White,1,0,0,J,2017,24
1 - 17,1,None,1,White,Black or African American,1,0,0,N,2017,26
1 - 17,0,None,0,White,Black or African American,0,0,0,F,2017,33
1 - 17,0,None,1,White,Black or African American,1,0,0,K,2017,32
1 - 17,0,None,0,White,Black or African American,0,1,1,W,2017,32
1 - 17,0,None,0,Two or More Races,Asian,0,0,0,L,2017,30
1 - 17,0,None,0,Two or More Races,Black or African American,0,0,0,L,2017,30
1 - 17,0,None,0,Two or More Races,Black or African American,0,0,0,L,2017,30
1 - 17,0,None,0,Black or African American,White,0,0,0,L,2017,47
1 - 17,0,None,0,White,Black or African American,0,0,0,L,2017,44
1 - 17,0,None,0,White,Black or African American,0,0,1,L,2017,44
1 - 17,1,None,0,White,Black or African American,0,0,0,C,2017,31
1 - 17,1,None,0,White,White,0,0,1,L,2017,34
1 - 17,0,None,0,White,Black or African American,1,0,0,R,2017,34
1 - 17,0,None,0,White,Black or African American,0,0,1,R,2017,26
1 - 17,1,None,0,White,Black or African American,0,0,0,C,2017,31
1 - 17,0,None,0,White,White,0,0,0,W,2017,26
1 - 17,0,None,0,White,Asian,1,0,0,W,2017,26
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,26
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,52
1 - 17,1,None,0,White,Black or African American,0,0,1,N,2017,33
1 - 17,0,None,0,White,White,1,1,0,F,2017,32
1 - 17,1,None,1,White,White,0,0,0,S,2017,29
1 - 17,0,None,0,Two or More Races,White,0,0,1,D,2017,24
1 - 17,0,None,0,Two or More Races,American Indian or Alaska Native,0,0,0,D,2017,24
1 - 17,0,None,0,White,White,1,0,0,J,2017,24
1 - 17,0,None,0,White,Black or African American,0,1,1,S,2017,24
1 - 17,0,None,0,White,White,0,0,0,W,2017,26
1 - 17,1,None,0,White,Black or African American,1,0,0,S,2017,34
1 - 17,0,None,1,White,Black or African American,1,0,0,N,2017,26
1 - 17,0,None,0,White,Black or African American,0,1,1,F,2017,32
1 - 17,1,None,0,White,Black or African American,1,0,0,G,2017,25
1 - 17,0,None,0,White,Black or African American,0,1,1,W,2017,32
1 - 17,1,None,0,White,Black or African American,0,1,1,E,2017,25
1 - 17,1,None,0,White,White,0,0,0,N,2017,24
1 - 17,1,None,0,White,White,1,0,0,N,2017,24
1 - 17,0,None,0,Asian,White,0,1,1,C,2017,30
1 - 17,0,None,1,White,Hispanic,0,0,0,J,2017,25
1 - 17,1,None,0,White,Black or African American,1,0,0,C,2017,31
1 - 17,0,None,0,White,Black or African American,0,0,1,R,2017,34
1 - 17,0,None,0,White,Black or African American,1,0,0,R,2017,34
1 - 17,0,None,0,White,Black or African American,1,0,0,R,2017,34
1 - 17,0,None,0,White,Black or African American,0,0,0,W,2017,55
1 - 17,1,None,0,Black or African American,Hispanic,1,0,0,L,2017,36
